core.externalId,core.name,core.description,core.businessDescription,core.businessName,core.reference,custom.PowerBI.v3.FieldType
Simpfy_project_96010eb4/8f4d4820c9be15135b63/Visual2_card/Min_simpfy_challenges_vw_challenge_type_description,Min(simpfy_challenges_vw.challenge_type_description),Min(simpfy_challenges_vw.challenge_type_description),Min(simpfy_challenges_vw.challenge_type_description),Min(simpfy_challenges_vw.challenge_type_description),,Measure
Simpfy_project_96010eb4/ds_simpfy_challenges_vw/challenge_type_description,challenge_type_description,challenge_type_description,challenge_type_description,challenge_type_description,,Measure
Simpfy_project_96010eb4/5e507922b18dc16775e9/Visual1_tableEx/simpfy_projects_vw_project_name,simpfy_projects_vw.project_name,simpfy_projects_vw.project_name,simpfy_projects_vw.project_name,simpfy_projects_vw.project_name,,Source Column
Simpfy_project_96010eb4/5e507922b18dc16775e9/Visual1_tableEx/simpfy_projects_vw_segment_name,simpfy_projects_vw.segment_name,simpfy_projects_vw.segment_name,simpfy_projects_vw.segment_name,simpfy_projects_vw.segment_name,,Source Column
Simpfy_project_96010eb4/5e507922b18dc16775e9/Visual1_tableEx/simpfy_projects_vw_Project_Stage,simpfy_projects_vw.Project Stage,simpfy_projects_vw.Project Stage,simpfy_projects_vw.Project Stage,simpfy_projects_vw.Project Stage,,Source Column
Simpfy_project_96010eb4/5e507922b18dc16775e9/Visual1_tableEx/Sum_simpfy_projects_vw_comment_year,Sum(simpfy_projects_vw.comment_year),Sum(simpfy_projects_vw.comment_year),Sum(simpfy_projects_vw.comment_year),Sum(simpfy_projects_vw.comment_year),,Source Column
Simpfy_project_96010eb4/ds_simpfy_projects_vw/comment_year,comment_year,comment_year,comment_year,comment_year,,Source Column
Simpfy_project_96010eb4/5e507922b18dc16775e9/Visual1_tableEx/simpfy_projects_vw_comment_quarter,simpfy_projects_vw.comment_quarter,simpfy_projects_vw.comment_quarter,simpfy_projects_vw.comment_quarter,simpfy_projects_vw.comment_quarter,,Source Column
Simpfy_project_96010eb4/ds_simpfy_projects_vw/comment_quarter,comment_quarter,comment_quarter,comment_quarter,comment_quarter,,Source Column
Simpfy_project_96010eb4/5e507922b18dc16775e9/Visual1_tableEx/simpfy_projects_vw_comment,simpfy_projects_vw.comment,simpfy_projects_vw.comment,simpfy_projects_vw.comment,simpfy_projects_vw.comment,,Source Column
Simpfy_project_96010eb4/5e507922b18dc16775e9/Visual1_tableEx/LastMilestonesTable_LastMilestoneStatus,LastMilestonesTable.LastMilestoneStatus,LastMilestonesTable.LastMilestoneStatus,LastMilestonesTable.LastMilestoneStatus,LastMilestonesTable.LastMilestoneStatus,,Source Column
Simpfy_project_96010eb4/5e507922b18dc16775e9/Visual2_slicer/simpfy_projects_vw_comment_quarter,simpfy_projects_vw.comment_quarter,simpfy_projects_vw.comment_quarter,simpfy_projects_vw.comment_quarter,simpfy_projects_vw.comment_quarter,,Source Column
Simpfy_project_96010eb4/5e507922b18dc16775e9/Visual3_slicer/simpfy_projects_vw_comment_year,simpfy_projects_vw.comment_year,simpfy_projects_vw.comment_year,simpfy_projects_vw.comment_year,simpfy_projects_vw.comment_year,,Source Column
Simpfy_project_96010eb4/5e507922b18dc16775e9/Visual4_slicer/simpfy_projects_vw_project_name,simpfy_projects_vw.project_name,simpfy_projects_vw.project_name,simpfy_projects_vw.project_name,simpfy_projects_vw.project_name,,Source Column
Simpfy_project_96010eb4/bdcee2ac9dd11d6bdb5b/Visual1_tableEx/simpfy_projects_vw_Pillars,simpfy_projects_vw.Pillars,simpfy_projects_vw.Pillars,simpfy_projects_vw.Pillars,simpfy_projects_vw.Pillars,,Source Column
Simpfy_project_96010eb4/746293ed7f31de4c607b/Visual1_tableEx/simpfy_projects_vw_Enablers,simpfy_projects_vw.Enablers,simpfy_projects_vw.Enablers,simpfy_projects_vw.Enablers,simpfy_projects_vw.Enablers,,Source Column
Simpfy_project_96010eb4/7f75fdca224c240675df/Visual1_tableEx/simpfy_projects_vw_corp_initiative_name,simpfy_projects_vw.corp_initiative_name,simpfy_projects_vw.corp_initiative_name,simpfy_projects_vw.corp_initiative_name,simpfy_projects_vw.corp_initiative_name,,Source Column
Simpfy_project_96010eb4/fafcd644b1849220d5c2/Visual1_tableEx/simpfy_projects_vw_segment_initiative_name,simpfy_projects_vw.segment_initiative_name,simpfy_projects_vw.segment_initiative_name,simpfy_projects_vw.segment_initiative_name,simpfy_projects_vw.segment_initiative_name,,Source Column
Simpfy_project_96010eb4/14942fbc99bc3afa2399/Visual1_columnChart/simpfy_projects_vw_project_years,simpfy_projects_vw.project_years,simpfy_projects_vw.project_years,simpfy_projects_vw.project_years,simpfy_projects_vw.project_years,,Source Column
Simpfy_project_96010eb4/14942fbc99bc3afa2399/Visual1_columnChart/simpfy_projects_vw_Project_years_total_cost_distinct_project,simpfy_projects_vw.Project years total cost distinct project,simpfy_projects_vw.Project years total cost distinct project,simpfy_projects_vw.Project years total cost distinct project,simpfy_projects_vw.Project years total cost distinct project,,Measure
Simpfy_project_96010eb4/14942fbc99bc3afa2399/Visual2_card/Min_LastMilestonesTable_LastMilestoneStatus,Min(LastMilestonesTable.LastMilestoneStatus),Min(LastMilestonesTable.LastMilestoneStatus),Min(LastMilestonesTable.LastMilestoneStatus),Min(LastMilestonesTable.LastMilestoneStatus),,Measure
Simpfy_project_96010eb4/14942fbc99bc3afa2399/Visual3_card/Min_simpfy_projects_vw_project_country,Min(simpfy_projects_vw.project_country),Min(simpfy_projects_vw.project_country),Min(simpfy_projects_vw.project_country),Min(simpfy_projects_vw.project_country),,Measure
Simpfy_project_96010eb4/14942fbc99bc3afa2399/Visual4_card/Min_simpfy_projects_vw_Project_Stage,Min(simpfy_projects_vw.Project Stage),Min(simpfy_projects_vw.Project Stage),Min(simpfy_projects_vw.Project Stage),Min(simpfy_projects_vw.Project Stage),,Measure
Simpfy_project_96010eb4/14942fbc99bc3afa2399/Visual5_card/simpfy_projects_vw_Stoplight,simpfy_projects_vw.Stoplight,simpfy_projects_vw.Stoplight,simpfy_projects_vw.Stoplight,simpfy_projects_vw.Stoplight,,Measure
Simpfy_project_96010eb4/14942fbc99bc3afa2399/Visual6_slicer/simpfy_projects_vw_project_name,simpfy_projects_vw.project_name,simpfy_projects_vw.project_name,simpfy_projects_vw.project_name,simpfy_projects_vw.project_name,,Source Column
Simpfy_project_96010eb4/1349087adb881e20f030/Visual1_tableEx/simpfy_projects_vw_segment_name,simpfy_projects_vw.segment_name,simpfy_projects_vw.segment_name,simpfy_projects_vw.segment_name,simpfy_projects_vw.segment_name,,Source Column
Simpfy_project_96010eb4/1349087adb881e20f030/Visual1_tableEx/simpfy_projects_vw_project_name,simpfy_projects_vw.project_name,simpfy_projects_vw.project_name,simpfy_projects_vw.project_name,simpfy_projects_vw.project_name,,Source Column
Simpfy_project_96010eb4/1349087adb881e20f030/Visual1_tableEx/simpfy_projects_vw_description,simpfy_projects_vw.description,simpfy_projects_vw.description,simpfy_projects_vw.description,simpfy_projects_vw.description,,Source Column
Simpfy_project_96010eb4/1349087adb881e20f030/Visual1_tableEx/simpfy_projects_vw_general_impact_summary,simpfy_projects_vw.general_impact_summary,simpfy_projects_vw.general_impact_summary,simpfy_projects_vw.general_impact_summary,simpfy_projects_vw.general_impact_summary,,Source Column
Simpfy_project_96010eb4/1349087adb881e20f030/Visual1_tableEx/simpfy_projects_vw_Stoplight,simpfy_projects_vw.Stoplight,simpfy_projects_vw.Stoplight,simpfy_projects_vw.Stoplight,simpfy_projects_vw.Stoplight,,Measure
Simpfy_project_96010eb4/1349087adb881e20f030/Visual1_tableEx/simpfy_projects_vw_Enablers,simpfy_projects_vw.Enablers,simpfy_projects_vw.Enablers,simpfy_projects_vw.Enablers,simpfy_projects_vw.Enablers,,Source Column
Simpfy_project_96010eb4/1349087adb881e20f030/Visual1_tableEx/simpfy_projects_vw_Pillars,simpfy_projects_vw.Pillars,simpfy_projects_vw.Pillars,simpfy_projects_vw.Pillars,simpfy_projects_vw.Pillars,,Source Column
Simpfy_project_96010eb4/1349087adb881e20f030/Visual1_tableEx/simpfy_projects_vw_project_country,simpfy_projects_vw.project_country,simpfy_projects_vw.project_country,simpfy_projects_vw.project_country,simpfy_projects_vw.project_country,,Source Column
Simpfy_project_96010eb4/1349087adb881e20f030/Visual1_tableEx/simpfy_projects_vw_project_leader_name,simpfy_projects_vw.project_leader_name,simpfy_projects_vw.project_leader_name,simpfy_projects_vw.project_leader_name,simpfy_projects_vw.project_leader_name,,Source Column
Simpfy_project_96010eb4/1349087adb881e20f030/Visual1_tableEx/simpfy_projects_vw_project_type,simpfy_projects_vw.project_type,simpfy_projects_vw.project_type,simpfy_projects_vw.project_type,simpfy_projects_vw.project_type,,Source Column
Simpfy_project_96010eb4/1349087adb881e20f030/Visual1_tableEx/simpfy_projects_vw_project_years,simpfy_projects_vw.project_years,simpfy_projects_vw.project_years,simpfy_projects_vw.project_years,simpfy_projects_vw.project_years,,Source Column
Simpfy_project_96010eb4/1349087adb881e20f030/Visual1_tableEx/simpfy_projects_vw_segment_type,simpfy_projects_vw.segment_type,simpfy_projects_vw.segment_type,simpfy_projects_vw.segment_type,simpfy_projects_vw.segment_type,,Source Column
Simpfy_project_96010eb4/1349087adb881e20f030/Visual1_tableEx/simpfy_projects_vw_business_unit_name,simpfy_projects_vw.business_unit_name,simpfy_projects_vw.business_unit_name,simpfy_projects_vw.business_unit_name,simpfy_projects_vw.business_unit_name,,Source Column
Simpfy_project_96010eb4/1349087adb881e20f030/Visual1_tableEx/simpfy_projects_vw_corp_initiative_name,simpfy_projects_vw.corp_initiative_name,simpfy_projects_vw.corp_initiative_name,simpfy_projects_vw.corp_initiative_name,simpfy_projects_vw.corp_initiative_name,,Source Column
Simpfy_project_96010eb4/1349087adb881e20f030/Visual1_tableEx/simpfy_projects_vw_challenges_titile__key_areas_of_concern,simpfy_projects_vw.challenges_titile _key_areas_of_concern,simpfy_projects_vw.challenges_titile _key_areas_of_concern,simpfy_projects_vw.challenges_titile _key_areas_of_concern,simpfy_projects_vw.challenges_titile _key_areas_of_concern,,Source Column
Simpfy_project_96010eb4/1349087adb881e20f030/Visual1_tableEx/simpfy_projects_vw_end_year,simpfy_projects_vw.end_year,simpfy_projects_vw.end_year,simpfy_projects_vw.end_year,simpfy_projects_vw.end_year,,Source Column
Simpfy_project_96010eb4/1349087adb881e20f030/Visual1_tableEx/simpfy_projects_vw_start_year,simpfy_projects_vw.start_year,simpfy_projects_vw.start_year,simpfy_projects_vw.start_year,simpfy_projects_vw.start_year,,Source Column
Simpfy_project_96010eb4/1349087adb881e20f030/Visual1_tableEx/LastMilestonesTable_LastMilestoneStatus,LastMilestonesTable.LastMilestoneStatus,LastMilestonesTable.LastMilestoneStatus,LastMilestonesTable.LastMilestoneStatus,LastMilestonesTable.LastMilestoneStatus,,Source Column
Simpfy_project_96010eb4/6929f53de6931bff5e33/Visual1_barChart/simpfy_challenges_vw_risk_level,simpfy_challenges_vw.risk_level,simpfy_challenges_vw.risk_level,simpfy_challenges_vw.risk_level,simpfy_challenges_vw.risk_level,,Source Column
Simpfy_project_96010eb4/6929f53de6931bff5e33/Visual1_barChart/CountNonNull_simpfy_challenges_vw_challange_id,CountNonNull(simpfy_challenges_vw.challange_id),CountNonNull(simpfy_challenges_vw.challange_id),CountNonNull(simpfy_challenges_vw.challange_id),CountNonNull(simpfy_challenges_vw.challange_id),,Measure
Simpfy_project_96010eb4/6929f53de6931bff5e33/Visual2_donutChart/simpfy_challenges_vw_segment_name_abbreviated,simpfy_challenges_vw.segment_name_abbreviated,simpfy_challenges_vw.segment_name_abbreviated,simpfy_challenges_vw.segment_name_abbreviated,simpfy_challenges_vw.segment_name_abbreviated,,Source Column
Simpfy_project_96010eb4/6929f53de6931bff5e33/Visual2_donutChart/simpfy_challenges_vw_segment_name,simpfy_challenges_vw.segment_name,simpfy_challenges_vw.segment_name,simpfy_challenges_vw.segment_name,simpfy_challenges_vw.segment_name,,Source Column
Simpfy_project_96010eb4/6929f53de6931bff5e33/Visual2_donutChart/CountNonNull_simpfy_challenges_vw_challange_id,CountNonNull(simpfy_challenges_vw.challange_id),CountNonNull(simpfy_challenges_vw.challange_id),CountNonNull(simpfy_challenges_vw.challange_id),CountNonNull(simpfy_challenges_vw.challange_id),,Measure
Simpfy_project_96010eb4/6929f53de6931bff5e33/Visual3_card/CountNonNull_simpfy_challenges_vw_challange_id,CountNonNull(simpfy_challenges_vw.challange_id),CountNonNull(simpfy_challenges_vw.challange_id),CountNonNull(simpfy_challenges_vw.challange_id),CountNonNull(simpfy_challenges_vw.challange_id),,Measure
Simpfy_project_96010eb4/6929f53de6931bff5e33/Visual4_donutChart/simpfy_challenges_vw_challenge_type_abbreviated,simpfy_challenges_vw.challenge_type_abbreviated,simpfy_challenges_vw.challenge_type_abbreviated,simpfy_challenges_vw.challenge_type_abbreviated,simpfy_challenges_vw.challenge_type_abbreviated,,Source Column
Simpfy_project_96010eb4/6929f53de6931bff5e33/Visual4_donutChart/CountNonNull_simpfy_challenges_vw_challange_id,CountNonNull(simpfy_challenges_vw.challange_id),CountNonNull(simpfy_challenges_vw.challange_id),CountNonNull(simpfy_challenges_vw.challange_id),CountNonNull(simpfy_challenges_vw.challange_id),,Measure
Simpfy_project_96010eb4/6929f53de6931bff5e33/Visual5_pieChart/simpfy_challenges_vw_challenge_impact_level,simpfy_challenges_vw.challenge_impact_level,simpfy_challenges_vw.challenge_impact_level,simpfy_challenges_vw.challenge_impact_level,simpfy_challenges_vw.challenge_impact_level,,Source Column
Simpfy_project_96010eb4/6929f53de6931bff5e33/Visual5_pieChart/CountNonNull_simpfy_challenges_vw_challange_id,CountNonNull(simpfy_challenges_vw.challange_id),CountNonNull(simpfy_challenges_vw.challange_id),CountNonNull(simpfy_challenges_vw.challange_id),CountNonNull(simpfy_challenges_vw.challange_id),,Measure
Simpfy_project_96010eb4/6929f53de6931bff5e33/Visual6_tableEx/simpfy_challenges_vw_segment_name,simpfy_challenges_vw.segment_name,simpfy_challenges_vw.segment_name,simpfy_challenges_vw.segment_name,simpfy_challenges_vw.segment_name,,Source Column
Simpfy_project_96010eb4/6929f53de6931bff5e33/Visual6_tableEx/simpfy_challenges_vw_title,simpfy_challenges_vw.title,simpfy_challenges_vw.title,simpfy_challenges_vw.title,simpfy_challenges_vw.title,,Source Column
Simpfy_project_96010eb4/6929f53de6931bff5e33/Visual6_tableEx/simpfy_challenges_vw_description,simpfy_challenges_vw.description,simpfy_challenges_vw.description,simpfy_challenges_vw.description,simpfy_challenges_vw.description,,Source Column
Simpfy_project_96010eb4/6929f53de6931bff5e33/Visual6_tableEx/simpfy_challenges_vw_potential_impact,simpfy_challenges_vw.potential_impact,simpfy_challenges_vw.potential_impact,simpfy_challenges_vw.potential_impact,simpfy_challenges_vw.potential_impact,,Source Column
Simpfy_project_96010eb4/6929f53de6931bff5e33/Visual6_tableEx/simpfy_challenges_vw_planned_actions,simpfy_challenges_vw.planned_actions,simpfy_challenges_vw.planned_actions,simpfy_challenges_vw.planned_actions,simpfy_challenges_vw.planned_actions,,Source Column
Simpfy_project_96010eb4/6929f53de6931bff5e33/Visual6_tableEx/simpfy_challenges_vw_risk_level,simpfy_challenges_vw.risk_level,simpfy_challenges_vw.risk_level,simpfy_challenges_vw.risk_level,simpfy_challenges_vw.risk_level,,Source Column
Simpfy_project_96010eb4/6929f53de6931bff5e33/Visual6_tableEx/simpfy_challenges_vw_challenge_type,simpfy_challenges_vw.challenge_type,simpfy_challenges_vw.challenge_type,simpfy_challenges_vw.challenge_type,simpfy_challenges_vw.challenge_type,,Source Column
Simpfy_project_96010eb4/6929f53de6931bff5e33/Visual6_tableEx/simpfy_challenges_vw_CombinedResolutionPartners2,simpfy_challenges_vw.CombinedResolutionPartners2,simpfy_challenges_vw.CombinedResolutionPartners2,simpfy_challenges_vw.CombinedResolutionPartners2,simpfy_challenges_vw.CombinedResolutionPartners2,,Source Column
Simpfy_project_96010eb4/6929f53de6931bff5e33/Visual6_tableEx/simpfy_challenges_vw___ProjectName_Combined,"simpfy_challenges_vw.""""ProjectName_Combined","simpfy_challenges_vw.""""ProjectName_Combined","simpfy_challenges_vw.""""ProjectName_Combined","simpfy_challenges_vw.""""ProjectName_Combined",,Source Column
Simpfy_project_96010eb4/6929f53de6931bff5e33/Visual7_card/CountNonNull_simpfy_challenges_vw_challange_id,CountNonNull(simpfy_challenges_vw.challange_id),CountNonNull(simpfy_challenges_vw.challange_id),CountNonNull(simpfy_challenges_vw.challange_id),CountNonNull(simpfy_challenges_vw.challange_id),,Measure
Simpfy_project_96010eb4/6929f53de6931bff5e33/Visual8_slicer/simpfy_projects_vw_Pillars,simpfy_projects_vw.Pillars,simpfy_projects_vw.Pillars,simpfy_projects_vw.Pillars,simpfy_projects_vw.Pillars,,Source Column
Simpfy_project_96010eb4/6929f53de6931bff5e33/Visual9_slicer/simpfy_projects_vw_Enablers,simpfy_projects_vw.Enablers,simpfy_projects_vw.Enablers,simpfy_projects_vw.Enablers,simpfy_projects_vw.Enablers,,Source Column
Simpfy_project_96010eb4/6929f53de6931bff5e33/Visual10_slicer/simpfy_projects_vw_corp_initiative_name,simpfy_projects_vw.corp_initiative_name,simpfy_projects_vw.corp_initiative_name,simpfy_projects_vw.corp_initiative_name,simpfy_projects_vw.corp_initiative_name,,Source Column
Simpfy_project_96010eb4/6929f53de6931bff5e33/Visual11_slicer/simpfy_projects_vw_start_year,simpfy_projects_vw.start_year,simpfy_projects_vw.start_year,simpfy_projects_vw.start_year,simpfy_projects_vw.start_year,,Source Column
Simpfy_project_96010eb4/6929f53de6931bff5e33/Visual12_slicer/simpfy_projects_vw_segment_name,simpfy_projects_vw.segment_name,simpfy_projects_vw.segment_name,simpfy_projects_vw.segment_name,simpfy_projects_vw.segment_name,,Source Column
Simpfy_project_96010eb4/6929f53de6931bff5e33/Visual13_slicer/simpfy_projects_vw_project_country,simpfy_projects_vw.project_country,simpfy_projects_vw.project_country,simpfy_projects_vw.project_country,simpfy_projects_vw.project_country,,Source Column
Simpfy_project_96010eb4/6929f53de6931bff5e33/Visual14_slicer/simpfy_challenges_vw_risk_level,simpfy_challenges_vw.risk_level,simpfy_challenges_vw.risk_level,simpfy_challenges_vw.risk_level,simpfy_challenges_vw.risk_level,,Source Column
Simpfy_project_96010eb4/6929f53de6931bff5e33/Visual15_slicer/simpfy_challenges_vw_challange_partner,simpfy_challenges_vw.challange_partner,simpfy_challenges_vw.challange_partner,simpfy_challenges_vw.challange_partner,simpfy_challenges_vw.challange_partner,,Source Column
Simpfy_project_96010eb4/6929f53de6931bff5e33/Visual16_slicer/simpfy_challenges_vw_segment_name,simpfy_challenges_vw.segment_name,simpfy_challenges_vw.segment_name,simpfy_challenges_vw.segment_name,simpfy_challenges_vw.segment_name,,Source Column
Simpfy_project_96010eb4/6929f53de6931bff5e33/Visual17_slicer/simpfy_challenges_vw_Status,simpfy_challenges_vw.Status,simpfy_challenges_vw.Status,simpfy_challenges_vw.Status,simpfy_challenges_vw.Status,,Source Column
Simpfy_project_96010eb4/6929f53de6931bff5e33/Visual18_slicer/Unique_Projects_project_name,Unique_Projects.project_name,Unique_Projects.project_name,Unique_Projects.project_name,Unique_Projects.project_name,,Source Column
Simpfy_project_96010eb4/6929f53de6931bff5e33/Visual19_slicer/simpfy_challenges_vw_Challenge_status,simpfy_challenges_vw.Challenge status,simpfy_challenges_vw.Challenge status,simpfy_challenges_vw.Challenge status,simpfy_challenges_vw.Challenge status,,Source Column
Simpfy_project_96010eb4/26e9916ec1b8d2294cee/Visual1_tableEx/simpfy_projects_vw_segment_name,simpfy_projects_vw.segment_name,simpfy_projects_vw.segment_name,simpfy_projects_vw.segment_name,simpfy_projects_vw.segment_name,,Source Column
Simpfy_project_96010eb4/26e9916ec1b8d2294cee/Visual1_tableEx/simpfy_projects_vw_segment_initiative_name,simpfy_projects_vw.segment_initiative_name,simpfy_projects_vw.segment_initiative_name,simpfy_projects_vw.segment_initiative_name,simpfy_projects_vw.segment_initiative_name,,Source Column
Simpfy_project_96010eb4/26e9916ec1b8d2294cee/Visual2_slicer/simpfy_projects_vw_project_country,simpfy_projects_vw.project_country,simpfy_projects_vw.project_country,simpfy_projects_vw.project_country,simpfy_projects_vw.project_country,,Source Column
Simpfy_project_96010eb4/26e9916ec1b8d2294cee/Visual3_slicer/simpfy_projects_vw_segment_name,simpfy_projects_vw.segment_name,simpfy_projects_vw.segment_name,simpfy_projects_vw.segment_name,simpfy_projects_vw.segment_name,,Source Column
Simpfy_project_96010eb4/26e9916ec1b8d2294cee/Visual4_slicer/simpfy_projects_vw_start_year,simpfy_projects_vw.start_year,simpfy_projects_vw.start_year,simpfy_projects_vw.start_year,simpfy_projects_vw.start_year,,Source Column
Simpfy_project_96010eb4/26e9916ec1b8d2294cee/Visual5_slicer/simpfy_projects_vw_corp_initiative_name,simpfy_projects_vw.corp_initiative_name,simpfy_projects_vw.corp_initiative_name,simpfy_projects_vw.corp_initiative_name,simpfy_projects_vw.corp_initiative_name,,Source Column
Simpfy_project_96010eb4/26e9916ec1b8d2294cee/Visual6_slicer/simpfy_projects_vw_Enablers,simpfy_projects_vw.Enablers,simpfy_projects_vw.Enablers,simpfy_projects_vw.Enablers,simpfy_projects_vw.Enablers,,Source Column
Simpfy_project_96010eb4/26e9916ec1b8d2294cee/Visual7_slicer/simpfy_projects_vw_Pillars,simpfy_projects_vw.Pillars,simpfy_projects_vw.Pillars,simpfy_projects_vw.Pillars,simpfy_projects_vw.Pillars,,Source Column
Simpfy_project_96010eb4/559834161b2ed9207434/Visual1_slicer/simpfy_projects_vw_corp_initiative_name,simpfy_projects_vw.corp_initiative_name,simpfy_projects_vw.corp_initiative_name,simpfy_projects_vw.corp_initiative_name,simpfy_projects_vw.corp_initiative_name,,Source Column
Simpfy_project_96010eb4/559834161b2ed9207434/Visual2_slicer/simpfy_projects_vw_project_country,simpfy_projects_vw.project_country,simpfy_projects_vw.project_country,simpfy_projects_vw.project_country,simpfy_projects_vw.project_country,,Source Column
Simpfy_project_96010eb4/559834161b2ed9207434/Visual3_slicer/simpfy_projects_vw_segment_name,simpfy_projects_vw.segment_name,simpfy_projects_vw.segment_name,simpfy_projects_vw.segment_name,simpfy_projects_vw.segment_name,,Source Column
Simpfy_project_96010eb4/559834161b2ed9207434/Visual4_tableEx/simpfy_projects_vw_milestone_name,simpfy_projects_vw.milestone_name,simpfy_projects_vw.milestone_name,simpfy_projects_vw.milestone_name,simpfy_projects_vw.milestone_name,,Source Column
Simpfy_project_96010eb4/559834161b2ed9207434/Visual4_tableEx/simpfy_projects_vw_milestone_description,simpfy_projects_vw.milestone_description,simpfy_projects_vw.milestone_description,simpfy_projects_vw.milestone_description,simpfy_projects_vw.milestone_description,,Source Column
Simpfy_project_96010eb4/559834161b2ed9207434/Visual4_tableEx/simpfy_projects_vw_segment_name,simpfy_projects_vw.segment_name,simpfy_projects_vw.segment_name,simpfy_projects_vw.segment_name,simpfy_projects_vw.segment_name,,Source Column
Simpfy_project_96010eb4/559834161b2ed9207434/Visual4_tableEx/simpfy_projects_vw_project_name,simpfy_projects_vw.project_name,simpfy_projects_vw.project_name,simpfy_projects_vw.project_name,simpfy_projects_vw.project_name,,Source Column
Simpfy_project_96010eb4/559834161b2ed9207434/Visual4_tableEx/simpfy_projects_vw_milestone_target_date,simpfy_projects_vw.milestone_target_date,simpfy_projects_vw.milestone_target_date,simpfy_projects_vw.milestone_target_date,simpfy_projects_vw.milestone_target_date,,Source Column
Simpfy_project_96010eb4/559834161b2ed9207434/Visual4_tableEx/simpfy_projects_vw_start_year,simpfy_projects_vw.start_year,simpfy_projects_vw.start_year,simpfy_projects_vw.start_year,simpfy_projects_vw.start_year,,Source Column
Simpfy_project_96010eb4/559834161b2ed9207434/Visual4_tableEx/simpfy_projects_vw_end_year,simpfy_projects_vw.end_year,simpfy_projects_vw.end_year,simpfy_projects_vw.end_year,simpfy_projects_vw.end_year,,Source Column
Simpfy_project_96010eb4/559834161b2ed9207434/Visual4_tableEx/simpfy_projects_vw_general_impact_summary,simpfy_projects_vw.general_impact_summary,simpfy_projects_vw.general_impact_summary,simpfy_projects_vw.general_impact_summary,simpfy_projects_vw.general_impact_summary,,Source Column
